full_name,html_url,description,first_seen_at,last_seen_at,merged_tags_json,language,stars,forks,open_issues,updated_at,license_spdx,topics_json
CaNS-World/CaLES,https://github.com/CaNS-World/CaLES,Canonical direct and large-eddy simulation,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",Fortran,18,10,24,2025-10-06T09:30:12Z,MIT,"[""ai"", ""cfd"", ""computational-fluid-dynamics"", ""direct-numerical-simulation"", ""fluid-dynamics"", ""fortran"", ""gpu-computing"", ""high-performance-computing"", ""large-eddy-simulation"", ""machine-learning"", ""reinforcement-learning"", ""turbulence""]"
UTATRocketry/FCOFFS,https://github.com/UTATRocketry/FCOFFS,[Propulsion] FCOFFS is a 1D fluid simulation code that enables us to capture the behaviour of the rocket propellant feed system.,2026-02-18T15:51:38Z,2026-02-19T05:03:37Z,"{""domain"": [""cfd"", ""fluid""], ""intent"": [""simulation""]}",Python,2,1,0,2026-02-14T23:47:47Z,,"[""cfd"", ""fluid-simulation"", ""rocketry""]"
ivanZanardi/hypersonicfoam,https://github.com/ivanZanardi/hypersonicfoam,Hypersonic flow simulations in OpenFOAM,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",C++,26,6,0,2026-02-15T00:00:54Z,MIT,"[""cfd"", ""hypersonics"", ""reactive-flows""]"
mahmoudmaftah/RayleighTaylor-Cuda,https://github.com/mahmoudmaftah/RayleighTaylor-Cuda,CUDA-accelerated CFD simulation of Rayleigh-Taylor instability using 2D compressible Euler equations,2026-02-18T15:51:38Z,2026-02-18T16:42:24Z,"{""domain"": [""cfd""], ""intent"": [""simulation""], ""method"": [""finite-difference""], ""hpc"": [""cuda""]}",Jupyter Notebook,3,1,0,2025-09-16T09:25:06Z,,"[""cfd"", ""computational-fluid-dynamics"", ""cuda"", ""finite-difference"", ""simulation""]"
CERNN/VISCOPLASTIC-LBM,https://github.com/CERNN/VISCOPLASTIC-LBM,"LBM (Lattice Boltzmann method) software for flow simulation, using GPU acceleration",2026-02-18T15:51:38Z,2026-02-18T16:30:44Z,"{""domain"": [""cfd""], ""intent"": [""simulation""], ""method"": [""lattice-boltzmann"", ""lbm""]}",Cuda,29,4,6,2026-01-05T08:53:41Z,GPL-2.0,"[""cfd"", ""computational-fluid-dynamics"", ""computational-fluid-simulation"", ""gpu"", ""gpu-acceleration"", ""gpu-computing"", ""lattice-boltzmann"", ""lbm"", ""open-source""]"
ATAEngineering/wallProbe,https://github.com/ATAEngineering/wallProbe,A Loci/CHEM module to output wall data from selected locations during a simulation.,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",C++,1,1,0,2025-04-30T16:47:19Z,LGPL-3.0,"[""cfd"", ""computational-fluid-dynamics"", ""loci"", ""loci-chem""]"
NVIDIAGameWorks/Flow,https://github.com/NVIDIAGameWorks/Flow,Flow is a sparse grid-based fluid simulation library for real-time applications. ,2026-02-18T15:51:38Z,2026-02-19T05:03:41Z,"{""domain"": [""cfd"", ""fluid""], ""intent"": [""simulation""]}",C,215,35,6,2026-02-02T03:42:39Z,NOASSERTION,"[""cfd""]"
zhangh3/MUSE,https://github.com/zhangh3/MUSE,Multibody Dynamics Simulation  Solver 多刚体动力学求解程序,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",C++,21,10,3,2026-01-17T06:59:30Z,GPL-2.0,"[""cfd"", ""multibody"", ""multibody-dynamics-simulation""]"
Applied-Scientific-Research/Omega2D,https://github.com/Applied-Scientific-Research/Omega2D,Two-dimensional flow solver with GUI using vortex particle and boundary element methods,2026-02-18T15:51:38Z,2026-02-18T16:15:37Z,"{""domain"": [""cfd""], ""intent"": [""simulation""], ""method"": [""boundary-element""]}",C++,35,6,19,2025-12-29T11:09:22Z,GPL-3.0,"[""boundary-element-method"", ""cfd"", ""imgui"", ""nbody-simulation"", ""potential-flow"", ""simd-parallelism"", ""simulation"", ""vortex-methods"", ""vortex-panel-method""]"
khanhn201/flow2d-rs,https://github.com/khanhn201/flow2d-rs,Computational fluid dynamics library written in Rust,2026-02-18T15:51:38Z,2026-02-19T05:03:41Z,"{""domain"": [""cfd"", ""fluid""], ""intent"": [""simulation""]}",Rust,11,2,0,2025-10-26T12:26:37Z,MIT,"[""cfd"", ""fluids"", ""physics"", ""rust"", ""simulation""]"
pkestene/ramsesGPU,https://github.com/pkestene/ramsesGPU,Astrophysics MHD simulation code optimized for large cluster of GPU,2026-02-18T15:51:38Z,2026-02-19T05:07:10Z,"{""domain"": [""astrophysics"", ""cfd""], ""intent"": [""simulation""], ""method"": [""finite-volume""], ""hpc"": [""cuda""]}",C++,59,11,0,2025-08-22T12:15:36Z,NOASSERTION,"[""astrophysics"", ""cea"", ""cfd"", ""conservation-law"", ""cuda"", ""euler-equations"", ""finite-volume"", ""gpu"", ""gpu-computing"", ""hdf5"", ""hpc"", ""kelvin-helmholtz-instability"", ""magnetohydrodynamics"", ""mhd"", ""muscl-hancock"", ""parallel-computing"", ""pnetcdf"", ""rayleigh-taylor"", ""shearing-box"", ""turbulence""]"
rubensamarojr/polymps,https://github.com/rubensamarojr/polymps,Moving Particle Semi-implicit (MPS) method with Polygon or Particle wall. C++/OpenMP code for physical simulation of fluid with presence of free surface,2026-02-18T15:51:38Z,2026-02-19T05:03:41Z,"{""domain"": [""cfd"", ""fluid""], ""intent"": [""simulation""]}",C++,22,11,3,2025-12-04T01:35:50Z,MIT,"[""cfd"", ""fluid-simulation"", ""free-surface-flows"", ""mps"", ""particle-methods""]"
GongZheng-Justin/Channel3d,https://github.com/GongZheng-Justin/Channel3d,second- /fourth-order finite-difference direct numerical simulation (DNS) solver with versatile viscous treatments,2026-02-18T15:51:38Z,2026-02-18T16:36:36Z,"{""domain"": [""cfd"", ""turbulence""], ""intent"": [""simulation"", ""solver""], ""method"": [""finite-difference""]}",Fortran,18,3,0,2024-11-23T03:34:53Z,MIT,"[""cfd"", ""direct-numerical-simulation"", ""turbulence""]"
palakkpatel/openFoamAutomation,https://github.com/palakkpatel/openFoamAutomation,"Automating Backward Facing Step simulations in OpenFOAM for streamlined setup, execution, visualization, and ensemble-based uncertainty quantification.",2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",C++,2,1,0,2025-11-19T20:03:16Z,MIT,"[""automation"", ""cfd"", ""openfoam""]"
marlonsmathias/GATT_DNS,https://github.com/marlonsmathias/GATT_DNS,"Direct Numerical Simulation code for the compressible Navier-Stokes equations. The linear stability analysis (LST) is done by a Jacobian-free time-stepping algorithm. The code was developed by the Group of Aeroacoustics, Transition and Turbulence of the São Carlos School of Engineering - University of São Paulo (EESC-USP).",2026-02-18T15:51:38Z,2026-02-18T16:34:54Z,"{""domain"": [""cfd"", ""navier-stokes""], ""intent"": [""simulation""]}",Fortran,36,12,0,2025-12-05T13:19:16Z,GPL-3.0,"[""cfd"", ""flow"", ""global-stability"", ""linear-stability-analysis"", ""simulation""]"
iammohith/Finite-Volume-Method-for-1D-CFD-Simulations,https://github.com/iammohith/Finite-Volume-Method-for-1D-CFD-Simulations,"This repository includes six 1D CFD simulations using the Finite Volume Method (FVM) from my academic research. It covers topics such as the SIMPLE algorithm, heat conduction, and diffusion-convection processes. The examples are inspired by 'An Introduction to CFD: Finite Volume Method' by Versteeg and Malalasekera.",2026-02-18T15:51:38Z,2026-02-18T16:41:33Z,"{""domain"": [""cfd""], ""intent"": [""examples"", ""simulation""], ""method"": [""finite-volume"", ""fvm""]}",MATLAB,12,1,0,2026-02-14T16:29:54Z,MIT,"[""cfd"", ""fvm"", ""matlab""]"
Exawind/wind-utils,https://github.com/Exawind/wind-utils,Repository for various utilities for Nalu wind-specific simulations.,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",C++,4,12,0,2024-11-07T19:37:20Z,Apache-2.0,"[""cfd"", ""les"", ""nalu-wind"", ""wind-energy""]"
luizoliveiradr/gci,https://github.com/luizoliveiradr/gci,A python script to analyse numerical errors in Computational Fluid Dynamics Simulations (CFD).,2026-02-18T15:51:38Z,2026-02-19T05:03:41Z,"{""domain"": [""cfd"", ""fluid""], ""intent"": [""simulation""]}",Python,5,1,3,2025-10-27T10:04:44Z,GPL-3.0,"[""computational-fluid-dynamics"", ""discretisation-error"", ""modelled-error"", ""numerical-error""]"
KVSlab/OasisMove,https://github.com/KVSlab/OasisMove,A verified and validated Python/FEniCS-based CFD solver for moving domains,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",Python,10,4,1,2025-06-03T13:00:47Z,GPL-3.0,"[""cfd"", ""fenics"", ""moving-domain"", ""python"", ""simulation""]"
vishalk2/Partially-Averaged-Navier-Stokes-Simulations-on-Turbulent-Flows,https://github.com/vishalk2/Partially-Averaged-Navier-Stokes-Simulations-on-Turbulent-Flows,Partially Averaged Navier Stokes (PANS) Model Simulations for turbulent flows and effective comparison against Large Eddy Simulations (LES) for PitzDaily case on OpenFOAM-5.x.,2026-02-18T15:51:38Z,2026-02-18T16:34:54Z,"{""domain"": [""cfd"", ""navier-stokes""], ""intent"": [""simulation""]}",C,2,1,0,2024-11-04T15:05:56Z,,"[""cfd"", ""computational-fluid-dynamics"", ""fluid-dynamics"", ""navier-stokes"", ""navier-stokes-equations"", ""openfoam"", ""pitzdaily"", ""simulation"", ""turbulent-flows""]"
vishalk2/CFD-DEM-coupled-Simulations-of-Spherical-Particles,https://github.com/vishalk2/CFD-DEM-coupled-Simulations-of-Spherical-Particles,CFD-DEM coupled simulations of Spherical-shaped particles in a Spouted Bed Dryer using OpenFOAM-5.x and LIGGGHTS.,2026-02-18T15:51:38Z,2026-02-18T16:34:54Z,"{""domain"": [""cfd"", ""navier-stokes""], ""intent"": [""simulation""], ""method"": [""sph""]}",,22,2,0,2026-01-12T13:48:29Z,,"[""cfd-dem"", ""liggghts"", ""navier-stokes"", ""openfoam"", ""simulation""]"
ssoudan/fluid-simulation-rs,https://github.com/ssoudan/fluid-simulation-rs,Eulerian Fluid Simulation in Rust and WebAssembly,2026-02-18T15:51:38Z,2026-02-19T05:03:41Z,"{""domain"": [""cfd"", ""fluid""], ""intent"": [""simulation""]}",Rust,1,1,4,2024-01-14T12:48:06Z,Apache-2.0,"[""cfd"", ""eulerian-fluid-simulation"", ""rust"", ""simulation""]"
YYgroup/qcReactingFlows,https://github.com/YYgroup/qcReactingFlows,The source code and scripts to conduct the quantum computing of reacting flows via Hamiltonian simulation,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",Jupyter Notebook,6,3,0,2025-03-21T09:49:17Z,MIT,"[""cfd"", ""qis"", ""quantum-computing"", ""reacting-flow-simulations""]"
LANCASTER-CFD/COSA,https://github.com/LANCASTER-CFD/COSA,COSA Simulation Code,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",Fortran,1,1,2,2023-09-12T15:34:06Z,MIT,"[""cfd""]"
zhenrong-wang/co2,https://github.com/zhenrong-wang/co2,Ultra-high-resolution CO2 thermophysical property calculation program,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",C,15,4,0,2025-11-23T16:24:01Z,MIT,"[""carbon-dioxide"", ""cfd"", ""co2"", ""hpc"", ""physics"", ""simulation""]"
je-santos/MPLBM-UT,https://github.com/je-santos/MPLBM-UT,Library for performing multiphase simulations (based on the Shan-Chen model) in complicated geometries (i.e. porous media 3D images),2026-02-18T15:51:38Z,2026-02-18T16:18:10Z,"{""domain"": [""cfd"", ""multiphase""], ""intent"": [""simulation""], ""method"": [""lattice-boltzmann""]}",Python,175,61,6,2026-02-04T08:49:15Z,GPL-3.0,"[""cfd"", ""fractures"", ""images"", ""lattice-boltzmann"", ""micro-ct"", ""mrt"", ""multiphase"", ""multiphase-flow"", ""palabos"", ""parallel"", ""permeability"", ""pore-network"", ""porous-media"", ""porous-media-flow"", ""reactive"", ""relative-permeability"", ""rock"", ""shan-chen"", ""tortuosity"", ""volumes""]"
ImperialCollegeLondon/porefoam,https://github.com/ImperialCollegeLondon/porefoam,Direct pore-scale simulation of single- and two-phase flow through confined media (alpha-release / experimental),2026-02-18T15:51:38Z,2026-02-19T05:10:52Z,"{""domain"": [""cfd"", ""heat-transfer"", ""navier-stokes""], ""intent"": [""simulation""]}",C,30,10,1,2025-12-24T10:49:53Z,,"[""cfd"", ""direct-simulation"", ""heat-transfer"", ""ielectrical-resistivity"", ""micro-ct"", ""modelling"", ""navier-stokes"", ""openfoam"", ""pore-scale"", ""single-phase-flow"", ""two-phase-flow""]"
MagriLab/KolSol,https://github.com/MagriLab/KolSol,Pseudospectral Kolmogorov Flow Solver,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",Python,42,4,4,2026-01-31T15:49:17Z,MIT,"[""cfd"", ""scientific-computing"", ""simulation"", ""spectral-methods""]"
aw329/desktop-dns,https://github.com/aw329/desktop-dns,Open toolkit for high fidelity simulation of turbomachinery aerodynamics based on the 3DNS solver,2026-02-18T15:51:38Z,2026-02-18T16:36:36Z,"{""domain"": [""cfd"", ""turbulence""], ""intent"": [""simulation"", ""solver""]}",Jupyter Notebook,20,10,0,2026-02-13T13:16:28Z,NOASSERTION,"[""aerodynamics"", ""cfd"", ""direct-numerical-simulation"", ""fluid-simulation"", ""large-eddy-simulation"", ""turbomachinery"", ""turbulence""]"
AMReX-Combustion/PeleLM,https://github.com/AMReX-Combustion/PeleLM,An adaptive mesh hydrodynamics simulation code for low Mach number reacting flows,2026-02-18T15:51:38Z,2026-02-18T16:21:48Z,"{""domain"": [""cfd"", ""combustion""], ""intent"": [""simulation""]}",C++,86,44,25,2026-01-19T15:13:11Z,NOASSERTION,"[""adaptive-mesh-refinement"", ""cfd"", ""combustion"", ""hydrodynamics"", ""low-mach-number"", ""pde"", ""reactions""]"
houkensjtu/taichi-2d-vof,https://github.com/houkensjtu/taichi-2d-vof,A single file VOF fluid solver implementation in Taichi.,2026-02-18T15:51:38Z,2026-02-18T16:06:59Z,"{""domain"": [""cfd"", ""fluid""], ""intent"": [""simulation"", ""solver""]}",Python,39,12,5,2025-12-25T15:55:12Z,MIT,"[""cfd"", ""fluid"", ""gpu"", ""numerical"", ""python"", ""simulation"", ""taichi""]"
gauravity30/xcompact3d-STL-importer,https://github.com/gauravity30/xcompact3d-STL-importer,"A python code to generate epsilon function from an STL geometry. Epsilon function is a method to define a geometry in the DNS simulations using the Xcompact3d code. The code takes input the STL file of the geometry, domain size, mesh size and the position of geometry in the domain and outputs the epsilon function for the simulation case.",2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",Python,1,2,0,2023-07-21T20:25:33Z,MIT,"[""cfd"", ""dns"", ""geometry-processing"", ""incompact3d"", ""stl"", ""xcompact3d""]"
fschuch/the-plunging-flow-by-3D-LES,https://github.com/fschuch/the-plunging-flow-by-3D-LES,The Plunging of Hyperpycnal Plumes on Tilted Bed by Three-Dimensional Large-Eddy Simulations,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",Jupyter Notebook,3,1,0,2025-01-29T01:08:07Z,BSD-3-Clause,"[""cfd"", ""computational-fluid-dynamics"", ""dataset"", ""hyperpycnal-plumes"", ""large-eddy-simulation"", ""plunging-flow"", ""python3"", ""turbidity-current"", ""turbulence"", ""xarray"", ""xcompact3d""]"
sersolmaz/CFD_AR_VR,https://github.com/sersolmaz/CFD_AR_VR,Multiplatform processing of CFD simulations with AR/VR,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",C++,20,4,1,2025-12-13T19:53:08Z,MIT,"[""blender"", ""cfd"", ""cfd-dataset"", ""cfd-simulations"", ""computational-fluid-dynamics"", ""comsol"", ""game-engine"", ""multiplatform-processing"", ""openfoam"", ""paraview"", ""unity"", ""unity3d""]"
ATAEngineering/residualConvergence,https://github.com/ATAEngineering/residualConvergence,A Loci/CHEM module to stop a simulation when it reaches a desired level of convergence.,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",C++,1,1,0,2019-07-17T17:31:01Z,,"[""cfd"", ""computational-fluid-dynamics"", ""loci"", ""loci-chem""]"
nauaneed/PyDNS,https://github.com/nauaneed/PyDNS,Direct Numerical Simulation of Fluid Flow with IBM Using Python,2026-02-18T15:51:38Z,2026-02-18T16:06:37Z,"{""domain"": [""cfd""], ""intent"": [""simulation""], ""method"": [""finite-difference""]}",Jupyter Notebook,33,9,2,2025-10-27T07:33:25Z,,"[""cfd"", ""direct-numerical-simulation"", ""discrete-cosine-transform"", ""discrete-sine-transform"", ""fast-fourier-transform"", ""finite-difference"", ""fluid-dynamics"", ""fluid-simulation"", ""fourier-transform"", ""immersed-boundary"", ""immersed-boundary-method"", ""projection-method"", ""spectral-method"", ""spectral-methods"", ""turbulence""]"
singhsidhukuldeep/2D-Navier-Stokes-Solver,https://github.com/singhsidhukuldeep/2D-Navier-Stokes-Solver,"As the field of Computational Fluid Dynamics (CFD) progresses, the fluid flows are more and more analysed by using simulations with the help of high speed computers. In order to solve and analyse these fluid flows we require intensive simulation involving mathematical equations which governs the fluid flow, these are Navier Stokes (NS) equation. Solving these equations has become a necessity as almost every problem which is related to fluid flow analysis call for solving of Navier Stokes equation. These NS equations are partial differential equations so different numerical methods are used to solve these equations. Solving these partial differential equations so different numerical methods requires large amount of computing power and huge amount of memory is in play. Only practical feasible way to solve these equation is write a parallel program to solve them, which can then be run on powerful hardware capable of parallel processing to get the desired results High speed supercomputer will provide us very good performance in terms of reduction in execution time. In paper focus will be on finite volume as a numerical method. We will also see what GPGPU (General-Purpose computing on Graphics Processing Units) is and how we are taking its advantages to solve CFD problems.",2026-02-18T15:51:38Z,2026-02-18T16:44:18Z,"{""domain"": [""cfd"", ""fluid"", ""navier-stokes""], ""intent"": [""simulation"", ""solver""], ""method"": [""finite-volume""]}",C,32,12,0,2025-12-24T08:38:27Z,,"[""c"", ""computational-fluid-dynamics"", ""fluid-flow"", ""parallel"", ""parallel-processing"", ""partial-differential-equations""]"
pizofreude/TheCFDMan,https://github.com/pizofreude/TheCFDMan,"This repository contains lecture notes, literature recommendations,  tutorials, code, and examples for performing CFD simulations using mainly open-source software such as OpenFOAM, SU2, & PyFR. The aim is to provide a comprehensive resource for researchers and engineers who are interested in using CFD to solve fluid mechanics problems.",2026-02-18T15:51:38Z,2026-02-19T05:35:35Z,"{""domain"": [""cfd"", ""fluid""], ""intent"": [""examples"", ""simulation"", ""solver"", ""tutorial""], ""method"": [""openfoam""]}",,7,4,0,2025-10-27T09:49:10Z,MIT,"[""cfd"", ""computational-fluid-dynamics"", ""computational-fluid-simulation"", ""fluid-dynamics"", ""fluid-mechanics""]"
simzero/cfd-xyz-viewer,https://github.com/simzero/cfd-xyz-viewer,:rocket: An open-source web app for generating and visualizing parametric CFD results,2026-02-18T15:51:38Z,2026-02-18T15:51:38Z,"{""domain"": [""cfd""], ""intent"": [""simulation""]}",JavaScript,20,2,5,2025-12-13T07:25:54Z,MIT,"[""cfd"", ""data-driven"", ""emscripten"", ""rom"", ""simulation"", ""visualization"", ""vtk"", ""web""]"
